policyId,PolicyDurationMonths,PremiumAmount,CoverageAmount,PreviousClaimsTotal,ClaimFrequencyLastYear
1525,23,2280.27,65392.12,3,2
1526,12,2238.28,69567.29,5,3
1527,15,2043.22,81549.44,4,2
1528,12,3077.33,72462.42,1,1
1529,38,2211.08,107499.14,4,2
1530,28,780.47,35875.87,1,1
1531,26,2975.6,111039.03,6,1
1532,24,2828.96,113784.04,8,6
1533,53,2469.71,50628.6,2,2
1534,24,1097.22,33101.34,2,1
1535,41,1221.51,53587.31,5,2
1536,34,498.05,11118.62,4,1
1537,23,2368.26,67423.09,4,2
1538,7,920.36,34567.75,7,4
1539,6,625.0,17307.72,4,1
1540,52,3019.99,145017.99,2,1
1541,10,2614.54,62570.63,4,4
1542,25,1733.46,76136.85,6,4
1543,16,1892.76,66698.05,5,2
1544,47,300.0,12752.98,3,3
1545,7,2733.4,80147.16,6,3
1546,8,1445.81,51232.0,4,3
1547,28,2264.23,103486.89,3,1
1548,60,300.0,10201.9,1,1
1549,17,2782.05,85663.9,2,0
1550,25,1397.72,50436.4,3,0
1551,10,899.17,37334.17,4,2
1552,42,1728.32,57564.94,2,2
1553,43,1522.88,73351.69,4,3
1554,35,2859.41,82489.45,5,3
1555,14,1663.68,57004.31,3,3
1556,39,3090.09,131971.19,5,2
1557,58,2264.11,92089.75,2,2
1558,49,2715.49,124666.26,2,1
1559,40,1998.27,99722.06,4,1
1560,57,3017.65,98996.18,5,3
1561,27,1077.1,25133.64,7,6
1562,49,2090.9,43725.89,1,0
1563,29,1682.85,70353.8,2,2
1564,22,3117.3,144083.01,5,2
1565,15,3199.23,85167.84,4,2
1566,35,2000.34,49515.22,2,1
1567,51,966.79,21140.0,5,2
1568,28,2341.68,104628.71,3,2
1569,37,668.31,19609.25,3,2
1570,22,3300.91,105797.29,3,1
1571,55,1621.46,56885.02,8,2
1572,56,1975.54,89262.18,1,0
1573,22,1455.24,57518.32,4,2
1574,19,1278.57,49163.68,6,2
1575,14,2589.83,65445.5,6,3
1576,45,1873.11,66299.92,3,0
1577,7,2033.99,84331.97,1,1
1578,50,1196.89,58884.25,5,2
1579,30,2684.85,69919.3,5,5
1580,44,2766.23,56116.61,3,2
1581,14,1832.86,40797.65,5,3
1582,59,3014.34,94275.14,6,3
1583,27,1916.7,85516.17,3,0
1584,48,2623.8,53038.27,3,2
1585,51,701.66,23647.22,3,1
1586,9,2282.74,68201.38,7,1
1587,31,1782.81,38463.25,2,2
1588,34,2124.42,71183.06,3,2
1589,50,2088.55,57732.55,2,2
1590,39,2100.56,64185.85,6,1
1591,28,2492.56,102614.88,5,3
1592,42,1547.86,55175.88,8,6
1593,16,2455.26,58286.54,2,1
1594,11,2986.02,145844.49,4,4
1595,23,871.89,34071.02,4,1
1596,26,1375.57,59116.48,5,2
1597,47,1409.17,31532.18,2,0
1598,41,1126.36,24117.41,5,3
1599,46,1620.24,33350.15,5,1
1600,43,2826.49,72538.66,3,1
1601,39,3158.07,102423.31,3,1
1602,22,2084.94,100233.04,3,1
1603,42,1740.61,58679.12,1,0
1604,30,2642.34,75855.36,3,3
1605,43,300.0,11057.42,1,0
1606,17,1155.86,26998.56,3,0
1607,28,300.0,11485.55,7,4
1608,58,1147.44,42516.06,7,3
1609,47,1386.39,60667.96,6,3
1610,27,3182.15,157836.42,2,1
1611,26,300.0,10000.0,3,1
1612,32,1666.64,58815.14,6,3
1613,36,2495.65,117959.45,1,0
1614,11,2328.58,101423.12,3,3
1615,32,3169.39,109731.24,6,3
1616,45,2128.84,102953.21,3,2
1617,39,2299.42,49936.79,2,1
1618,17,529.19,25364.27,5,4
1619,50,1209.38,26020.18,2,2
1620,58,573.84,20898.62,4,3
1621,12,2458.09,114825.16,4,2
1622,15,2278.95,63540.9,7,3
1623,50,2250.83,76905.15,1,0
1624,22,1294.85,38495.81,7,5
1625,31,1221.64,59328.12,5,3
1626,26,2167.56,96910.13,2,2
1627,33,1464.49,60439.62,5,4
1628,51,1183.68,44540.33,1,1
1629,7,1593.29,71088.95,5,2
1630,59,1471.41,46743.65,6,1
1631,48,1306.62,43675.86,5,2
1632,6,1019.39,42712.32,0,0
1633,56,2358.95,72496.82,1,1
1634,58,3244.84,71117.24,3,2
1635,41,1968.8,43766.42,3,2
1636,56,2177.95,51096.57,3,2
1637,31,2429.1,111958.39,4,3
1638,34,2293.25,78353.09,4,1
1639,26,1322.47,54732.37,3,2
1640,16,3375.88,107309.95,2,1
1641,45,1394.15,38703.5,5,3
1642,16,2518.47,76601.21,3,1
1643,41,2424.15,106239.65,3,1
1644,54,433.25,16791.12,5,2
1645,44,1712.92,82441.6,2,1
1646,45,2045.3,82612.12,4,4
1647,40,2106.52,78163.41,4,1
1648,59,2241.14,85848.7,5,1
1649,39,2606.13,125800.89,5,1
1650,60,1993.99,87029.64,2,1
1651,52,2283.69,47320.97,7,2
1652,29,1964.04,70752.82,4,3
1653,59,1186.13,48216.49,5,3
1654,27,2025.92,86022.55,9,4
1655,10,2599.27,68605.87,6,3
1656,38,2887.03,132847.64,5,0
1657,41,2429.85,118273.79,3,1
1658,52,3067.48,83133.19,5,1
1659,25,2335.09,108531.48,4,1
1660,24,2691.1,61651.47,6,3
1661,40,2749.91,59593.93,4,3
1662,57,1821.32,43487.13,4,3
1663,48,2580.8,56086.61,2,2
1664,22,1247.48,56573.86,4,2
1665,50,2279.85,49635.76,4,3
1666,48,2461.62,69294.44,2,1
1667,39,2840.88,65660.29,6,3
1668,14,2656.61,76676.76,3,2
1669,31,2851.29,64772.17,8,5
1670,7,1920.5,76896.84,4,2
1671,58,1723.69,41368.11,5,2
1672,14,1780.08,81092.26,3,1
1673,14,2213.03,98514.52,4,2
1674,45,553.0,11286.7,7,4
1675,22,3065.41,143681.05,3,1
1676,6,2035.1,42469.11,2,1
1677,30,1668.0,45351.84,3,1
1678,48,300.0,10000.0,5,3
1679,45,1970.55,59264.87,0,0
1680,47,1841.22,65208.6,3,3
1681,30,1282.36,56294.89,2,0
1682,44,1461.56,44050.69,5,1
1683,40,1978.69,81452.21,2,0
1684,8,1529.41,39191.36,2,0
1685,55,2457.5,104487.98,4,0
1686,42,1400.97,37938.21,3,1
1687,49,2123.69,51619.06,5,2
1688,49,2944.04,75256.24,3,1
1689,56,1970.72,50178.35,5,3
1690,35,2284.78,80849.03,2,2
1691,43,2234.12,101303.83,7,4
1692,39,2006.4,44919.53,1,0
1693,17,1946.39,80208.36,4,3
1694,24,1542.9,61145.76,5,4
1695,42,2120.81,97929.66,5,1
1696,49,1773.39,48456.76,5,4
1697,54,3236.87,108445.88,4,2
1698,22,2648.91,126551.42,0,0
1699,15,837.76,33342.81,3,1
1700,60,882.27,27935.48,1,1
1701,54,1895.63,45385.93,6,2
1702,52,1683.76,46933.93,3,2
1703,17,1853.44,69386.42,8,3
1704,21,2520.93,104732.1,4,2
1705,29,2252.59,53459.91,5,3
1706,24,2244.5,85264.01,5,1
1707,13,3156.96,115262.15,1,1
1708,36,888.89,31483.18,4,3
1709,26,2083.15,84791.94,6,1
1710,22,1536.76,69343.88,4,3
1711,28,3148.35,93473.5,2,1
1712,42,300.0,14001.11,3,2
1713,59,300.0,10000.0,2,1
1714,21,2243.71,56520.64,3,2
1715,11,2901.04,81238.22,5,4
1716,13,2618.6,61762.19,5,2
1717,30,1359.22,36575.91,5,2
1718,23,3205.14,74334.68,4,3
1719,30,1014.83,45314.55,5,3
1720,17,3045.99,73618.68,4,1
1721,20,1120.62,47535.39,5,2
1722,31,1718.54,36841.07,2,1
1723,46,2511.42,121692.18,5,3
1724,50,827.03,34185.28,6,3
1725,31,3175.22,64151.79,6,1
1726,52,1713.64,73542.26,5,3
1727,37,2109.82,74735.04,6,1
1728,15,2929.76,127095.81,4,2
1729,21,1365.5,48714.07,7,3
1730,12,2848.65,111754.7,5,3
1731,22,3312.43,144388.52,5,3
1732,28,1475.54,47443.29,1,0
1733,31,3095.51,62161.7,2,0
1734,26,591.54,26913.99,6,5
1735,27,2311.68,72648.51,1,0
1736,12,1017.12,35478.49,1,1
1737,19,2754.05,55722.79,2,0
1738,20,2688.36,93454.98,8,3
1739,58,3661.9,181610.74,4,1
1740,12,3137.03,88928.52,4,3
1741,14,1867.38,59499.58,3,1
1742,56,1134.6,46082.65,9,7
1743,53,2452.55,109000.65,5,3
1744,13,1951.41,63463.42,5,2
1745,55,3240.92,94926.88,7,1
1746,28,300.0,14440.43,5,2
1747,34,3750.45,151196.77,5,2
1748,23,2425.59,57172.77,7,4
1749,36,1349.59,29782.54,2,1
1750,35,2587.19,89274.91,7,5
1751,57,3037.94,80817.34,3,1
1752,44,2091.48,57765.65,2,2
1753,40,588.06,27245.44,3,1
1754,23,1764.92,40040.76,5,2
1755,47,2831.52,117397.27,4,2
1756,44,2397.33,67447.17,1,0
1757,22,1874.79,80259.66,6,4
1758,19,3046.65,126961.15,3,2
1759,36,2591.44,52403.56,5,3
1760,29,2653.07,93584.6,0,0
1761,40,1671.49,40415.99,2,2
1762,49,1594.09,73307.26,5,1
1763,50,640.03,29535.94,6,3
1764,39,1792.49,58346.11,1,1
1765,8,2748.31,91606.43,7,7
1766,42,1836.73,53445.93,5,2
1767,48,2356.43,97787.62,2,0
1768,45,2888.96,88863.93,7,3
1769,31,2298.27,64429.08,9,5
1770,60,2376.41,78343.01,2,1
1771,28,913.74,20782.72,1,1
1772,49,1741.95,73855.29,4,1
1773,44,3381.3,68903.79,5,2
1774,20,2083.04,81935.36,2,1
1775,54,3517.39,89643.99,5,4
1776,9,1421.51,38341.07,6,2
1777,34,2187.16,85449.99,5,3
1778,27,1693.86,84334.28,3,2
1779,30,2473.59,107184.33,1,0
1780,18,2716.01,72721.6,2,1
1781,23,2481.97,62746.12,8,5
1782,38,2833.48,130303.28,5,4
1783,21,1989.46,66299.84,3,1
1784,50,1847.58,44548.02,5,3
1785,47,593.45,27219.18,3,2
1786,49,2510.76,111685.59,5,3
1787,7,2137.75,105855.24,2,1
1788,60,1945.67,92015.15,1,1
1789,40,1847.35,84153.47,1,1
1790,47,1970.5,42517.86,6,1
1791,39,1811.01,41893.14,3,2
1792,35,1577.57,58479.83,2,2
1793,60,2191.67,78778.25,5,0
1794,18,2387.33,80545.79,3,1
1795,18,1383.55,44140.2,2,0
1796,23,1679.41,55313.63,5,2
1797,37,1836.3,68088.15,2,0
1798,37,2003.85,40201.84,3,3
1799,40,1897.45,52789.5,3,2
1800,44,2527.78,89858.41,4,2
1801,51,678.11,28254.31,4,4
1802,57,819.97,20683.5,2,2
1803,34,2154.86,78450.61,1,1
1804,54,1517.85,62890.33,1,0
1805,34,2707.39,90261.34,3,1
1806,58,2935.84,61101.99,3,1
1807,49,2187.0,73216.41,3,2
1808,21,1142.42,33008.34,1,1
1809,49,2843.67,136182.13,7,4
1810,52,2159.12,51254.11,4,1
1811,15,810.45,32073.02,5,2
1812,35,881.18,19017.36,1,0
1813,30,3213.56,107284.98,3,1
1814,44,3080.91,112820.98,3,2
1815,25,300.0,10000.0,4,2
1816,10,913.77,30750.34,7,5
1817,6,2912.68,72545.11,4,3
1818,35,1985.21,57816.57,0,0
1819,54,2561.48,98958.12,1,1
1820,8,1950.44,56668.02,3,0
1821,50,2523.59,118589.47,4,2
1822,19,2004.67,77885.73,2,2
1823,35,1649.91,54710.25,6,5
1824,55,2847.0,60250.13,2,2
1825,9,2161.64,75628.24,3,2
1826,23,2521.91,108299.15,5,3
1827,42,2125.96,59456.1,6,5
1828,30,1610.91,71207.59,8,5
1829,53,3286.71,90562.71,5,2
1830,6,2283.97,102121.97,4,1
1831,58,1715.96,38708.74,1,0
1832,51,3022.66,138998.73,3,1
1833,20,943.34,32993.91,3,1
1834,14,3789.03,109488.21,2,1
1835,20,1856.68,51900.52,3,2
1836,54,985.59,32485.31,2,2
1837,29,3524.75,176137.15,2,1
1838,9,1629.47,43359.8,1,1
1839,17,2194.6,50687.48,2,1
1840,42,2574.15,96662.15,2,2
1841,42,2947.34,102143.75,5,2
1842,48,2239.82,80019.55,4,1
1843,11,1482.15,59297.86,6,3
1844,44,2175.19,60936.59,3,2
1845,51,1664.55,78766.31,1,1
1846,29,2199.21,72728.21,3,1
1847,16,3302.52,78839.68,3,1
1848,18,2604.74,110099.66,4,3
1849,39,2165.32,85082.09,3,1
1850,30,2590.79,76356.62,6,5
1851,12,2648.06,102335.94,7,1
1852,57,1137.7,30258.13,3,3
1853,9,2033.38,67803.36,5,5
1854,13,4050.02,190279.66,2,1
1855,25,2970.26,71304.06,3,0
1856,34,1597.25,50474.58,4,3
1857,59,1517.43,67729.55,4,2
1858,58,1490.78,73174.5,3,0
1859,56,2693.06,90534.57,1,0
1860,50,3286.11,115703.99,4,2
1861,51,2465.73,91639.38,2,1
1862,15,2125.73,101972.21,4,2
1863,48,1644.68,75237.67,7,2
1864,39,2263.5,56854.63,2,2
1865,31,1343.9,44486.85,5,3
1866,46,451.39,15311.07,5,2
1867,54,3309.46,144533.68,1,1
1868,8,1195.35,45527.04,3,2
1869,11,1740.13,68955.62,6,2
1870,10,2525.09,126117.94,3,2
1871,10,3147.57,70029.74,6,4
1872,59,2205.7,58870.9,7,4
1873,52,1045.03,33688.54,1,0
1874,28,1758.92,53530.13,4,3
1875,54,1457.21,30090.5,2,1
1876,14,1969.43,44811.11,4,3
1877,40,2985.59,120703.12,5,3
1878,25,300.0,13913.92,4,2
1879,54,1670.89,59194.24,2,2
1880,47,1612.76,58342.78,4,1
1881,40,994.59,27503.23,6,2
1882,55,2468.39,106230.46,2,0
1883,23,868.02,36937.55,2,1
1884,22,960.08,36148.12,2,2
1885,29,2680.86,70720.77,2,1
1886,8,3200.46,73324.22,7,2
1887,37,1939.12,42519.45,3,2
1888,40,1026.08,38766.32,3,1
1889,43,1435.56,64242.68,2,0
1890,18,2806.4,128392.63,3,2
1891,52,2093.15,70975.94,6,3
1892,30,1919.17,83537.85,6,3
1893,14,2250.44,108935.7,4,1
1894,9,1969.87,55658.94,4,2
1895,19,3236.57,103372.19,8,3
1896,42,1400.69,67154.98,3,1
1897,39,1308.83,39457.29,3,2
1898,16,893.24,42353.99,1,1
1899,46,1568.01,77508.84,5,4
1900,8,1126.42,44892.69,4,2
1901,33,2174.46,96778.08,6,5
1902,34,2016.76,85684.72,5,2
1903,14,1136.74,46590.44,4,4
1904,8,2471.31,72181.9,4,3
1905,30,3213.45,69773.1,1,0
1906,39,2286.27,69254.69,4,3
1907,17,300.0,12002.42,3,1
1908,47,3589.7,82835.58,5,3
1909,14,2597.54,52879.5,3,2
1910,20,3565.13,86243.36,2,1
1911,45,2872.58,119131.81,1,0
1912,30,3032.41,149145.6,2,1
1913,10,2164.21,107111.13,2,1
1914,16,1790.16,62332.36,8,4
1915,39,2298.78,105929.32,1,1
1916,29,1432.97,60334.99,3,2
1917,20,2347.1,82221.91,5,3
1918,43,300.0,11154.84,5,3
1919,13,2034.35,49061.94,2,1
1920,10,3075.74,148034.93,5,2
1921,53,2075.45,63421.28,5,4
1922,31,3381.99,112905.84,8,5
1923,23,1789.0,71828.15,2,1
1924,11,2802.12,84111.47,2,2
1925,42,1297.38,35843.83,5,3
1926,53,2769.57,107823.28,6,2
1927,18,2186.08,45360.03,7,2
1928,33,1824.2,75926.39,5,3
1929,10,300.0,10626.21,4,2
1930,18,1796.5,68577.04,0,0
1931,22,2170.76,84565.1,4,4
1932,55,2662.97,95364.87,4,1
1933,45,3248.76,121750.57,3,0
1934,50,3628.03,146984.57,5,3
1935,37,2997.01,127653.51,4,3
1936,34,1550.33,64840.24,5,2
1937,56,1756.16,80938.62,5,3
1938,8,2591.13,66548.84,4,1
1939,45,2415.69,77385.32,2,1
1940,39,3302.68,159961.46,5,2
1941,45,3983.51,127064.92,7,3
1942,32,3813.74,90561.56,6,4
1943,18,3195.15,114269.3,3,2
1944,50,2422.32,56403.11,5,4
1945,38,3079.46,80329.55,1,1
1946,11,3329.15,166289.73,3,0
1947,29,1882.16,68211.12,8,3
1948,24,1573.87,44889.56,9,6
1949,21,1386.06,69085.89,3,3
1950,45,1298.89,63641.52,3,3
1951,33,894.4,29714.03,6,3
1952,38,2199.92,61184.42,6,4
1953,53,1200.2,54191.32,2,2
1954,46,1373.18,56943.98,2,1
1955,18,2561.0,103997.89,6,5
1956,48,2145.29,100385.31,6,3
1957,50,2343.7,95347.61,8,3
1958,30,3092.12,88168.49,3,0
1959,58,2691.62,109861.04,3,0
1960,47,3215.11,93798.9,3,2
1961,41,2063.98,88291.27,3,2
1962,32,3289.43,126947.21,4,2
1963,43,2287.79,51068.83,1,0
1964,12,2134.97,75545.87,2,0
1965,10,3169.22,96024.32,4,2
1966,48,1302.28,38882.24,1,0
1967,50,3618.88,137762.42,5,0
1968,56,1774.32,52643.62,6,5
1969,36,1025.51,44411.73,2,1
1970,28,2522.8,55813.81,6,2
1971,47,1698.14,67605.86,2,1
1972,15,3620.65,160307.14,0,0
1973,37,1653.68,66453.02,1,0
1974,48,2251.56,78617.41,3,0
1975,58,859.53,41694.9,5,0
1976,35,2650.33,76854.72,7,2
1977,44,1378.09,28354.21,6,4
1978,36,2554.66,84200.77,4,0
1979,23,1657.32,34787.82,2,1
1980,41,362.45,17621.74,6,3
1981,7,2104.95,55355.06,4,1
1982,19,2069.14,90354.94,4,2
1983,18,2704.86,116950.35,3,1
1984,34,3244.8,86090.61,5,4
1985,17,3529.93,136385.09,7,3
1986,44,2691.32,57708.35,4,1
1987,7,2222.9,76705.98,3,2
1988,37,858.13,17539.74,3,1
1989,18,2161.62,102967.14,5,4
1990,51,2171.95,107039.41,1,0
1991,32,1841.09,49099.02,5,5
1992,54,2506.37,65775.23,4,2
1993,46,2897.52,123468.17,4,3
1994,22,1345.28,37131.5,4,3
1995,45,1332.81,62445.33,1,1
1996,36,1888.57,70288.43,3,2
1997,39,1507.82,46023.58,0,0
1998,29,687.0,30901.7,4,1
1999,50,1202.73,41857.51,2,0
2000,40,1014.14,48018.65,4,4
